idpessoa,cidade,uf,risk_score,confidence,abc,recommended_product,pitch
010007Q0A5,"Votorantim",SP,100.00,90.00,,,""
010007QA49,"Votorantim",SP,100.00,90.00,,,""
010007QFHQ,"Votorantim",SP,100.00,90.00,,,""
010007QK55,"Votorantim",SP,100.00,90.00,,,""
010007QU08,"Votorantim",SP,100.00,90.00,,,""
010007QW0C,"Votorantim",SP,100.00,90.00,,,""
010007RU4S,"Votorantim",SP,100.00,90.00,,,""
010007RW5I,"Votorantim",SP,100.00,90.00,,,""
010007SNET,"Votorantim",SP,100.00,90.00,,,""
010007SW16,"Votorantim",SP,100.00,90.00,,,""
010007SZ9P,"Votorantim",SP,100.00,90.00,,,""
010007T729,"Votorantim",SP,100.00,90.00,,,""
010007TU12,"Votorantim",SP,100.00,90.00,,,""
010007U885,"Votorantim",SP,100.00,90.00,,,""
010007V22X,"Votorantim",SP,100.00,90.00,,,""
010007WL9Z,"Votorantim",SP,100.00,90.00,,,""
010007YATR,"Votorantim",SP,100.00,90.00,,,""
010007YIFU,"Votorantim",SP,100.00,90.00,,,""
010007YJ78,"Votorantim",SP,100.00,90.00,,,""
010007YKNZ,"Votorantim",SP,100.00,90.00,,,""
01000801LA,"Votorantim",SP,100.00,90.00,,,""
01000806DN,"Votorantim",SP,100.00,90.00,,,""
0100080GKL,"Votorantim",SP,100.00,90.00,,,""
01000811VR,"Votorantim",SP,100.00,90.00,,,""
010008152I,"Votorantim",SP,100.00,90.00,,,""
0100081QBK,"Votorantim",SP,100.00,90.00,,,""
0100081V08,"Votorantim",SP,100.00,90.00,,,""
0100081Y2I,"Votorantim",SP,100.00,90.00,,,""
0100082A3M,"Votorantim",SP,100.00,90.00,,,""
0100082JKP,"Votorantim",SP,100.00,90.00,,,""
0100082LKX,"Votorantim",SP,100.00,90.00,,,""
0100082M61,"Votorantim",SP,100.00,90.00,,,""
01000832G2,"Votorantim",SP,100.00,90.00,,,""
0100083AFA,"Votorantim",SP,100.00,90.00,,,""
0100083FAL,"Votorantim",SP,100.00,90.00,,,""
0100083MGB,"Votorantim",SP,100.00,90.00,,,""
0100084F1T,"Votorantim",SP,100.00,90.00,,,""
0100084Y1B,"Votorantim",SP,100.00,90.00,,,""
0100085UFL,"Votorantim",SP,100.00,90.00,,,""
0100085VPI,"Votorantim",SP,100.00,90.00,,,""
010008628C,"Votorantim",SP,100.00,90.00,,,""
0100087802,"Votorantim",SP,100.00,90.00,,,""
0100088KIR,"Votorantim",SP,100.00,90.00,,,""
0100089412,"Votorantim",SP,100.00,90.00,,,""
0100089886,"Votorantim",SP,100.00,90.00,,,""
0100089IKN,"Votorantim",SP,100.00,90.00,,,""
010008ATCJ,"Votorantim",SP,100.00,90.00,,,""
010008BBK9,"Votorantim",SP,100.00,90.00,,,""
010008BID9,"Votorantim",SP,100.00,90.00,,,""
010008CB0A,"Votorantim",SP,100.00,90.00,,,""
010008CEH9,"Votorantim",SP,100.00,90.00,,,""
010008DBNS,"Votorantim",SP,100.00,90.00,,,""
010008DSE9,"Votorantim",SP,100.00,90.00,,,""
010008EB9Z,"Votorantim",SP,100.00,90.00,,,""
010008EIA1,"Votorantim",SP,100.00,90.00,,,""
010008EPA6,"Votorantim",SP,100.00,90.00,,,""
010008F7NG,"Votorantim",SP,100.00,90.00,,,""
010008FD8K,"Votorantim",SP,100.00,90.00,,,""
010008FL59,"Votorantim",SP,100.00,90.00,,,""
010008FPKH,"Votorantim",SP,100.00,90.00,,,""
010008FV9H,"Votorantim",SP,100.00,90.00,,,""
010008G643,"Votorantim",SP,100.00,90.00,,,""
010008G96M,"Votorantim",SP,100.00,90.00,,,""
010008GFBE,"Votorantim",SP,100.00,90.00,,,""
010008HKLI,"Votorantim",SP,100.00,90.00,,,""
010008HM05,"Votorantim",SP,100.00,90.00,,,""
010008I1NP,"Votorantim",SP,100.00,90.00,,,""
010008IJ4X,"Votorantim",SP,100.00,90.00,,,""
010008JL0F,"Votorantim",SP,100.00,90.00,,,""
010008JRHE,"Votorantim",SP,100.00,90.00,,,""
010008KF1E,"Votorantim",SP,100.00,90.00,,,""
010008LWC7,"Votorantim",SP,100.00,90.00,,,""
010008M1EQ,"Votorantim",SP,100.00,90.00,,,""
010008N68V,"Votorantim",SP,100.00,90.00,,,""
010008NB7D,"Votorantim",SP,100.00,90.00,,,""
010008NCIT,"Votorantim",SP,100.00,90.00,,,""
010008ND8T,"Votorantim",SP,100.00,90.00,,,""
010008NO0J,"Votorantim",SP,100.00,90.00,,,""
010008NP0W,"Votorantim",SP,100.00,90.00,,,""
010008NW68,"Votorantim",SP,100.00,90.00,,,""
010008O9DE,"Votorantim",SP,100.00,90.00,,,""
010008PE0Q,"Votorantim",SP,100.00,90.00,,,""
010008PS3N,"Votorantim",SP,100.00,90.00,,,""
010008PW1O,"Votorantim",SP,100.00,90.00,,,""
010008QJ7H,"Votorantim",SP,100.00,90.00,,,""
010008RA1H,"Votorantim",SP,100.00,90.00,,,""
010008S11O,"Votorantim",SP,100.00,90.00,,,""
010008TL42,"Votorantim",SP,100.00,90.00,,,""
010008UA66,"Votorantim",SP,100.00,90.00,,,""
010008UEH1,"Votorantim",SP,100.00,90.00,,,""
010008VR5I,"Votorantim",SP,100.00,90.00,,,""
010008WF3D,"Votorantim",SP,100.00,90.00,,,""
010008WNEL,"Votorantim",SP,100.00,90.00,,,""
010008XA73,"Votorantim",SP,100.00,90.00,,,""
010008XZ74,"Votorantim",SP,100.00,90.00,,,""
010008YM8Q,"Votorantim",SP,100.00,90.00,,,""
010008YP0V,"Votorantim",SP,100.00,90.00,,,""
010008YT92,"Votorantim",SP,100.00,90.00,,,""
0100090H86,"Votorantim",SP,100.00,90.00,,,""
0100091C28,"Votorantim",SP,100.00,90.00,,,""
01001QYX12,"VOTORANTIM",SP,100.00,90.00,,,""
01001QZ143,"VOTORANTIM",SP,100.00,90.00,,,""
01001R033Y,"VOTORANTIM",SP,100.00,90.00,,,""
01001R1FGF,"VOTORANTIM",SP,100.00,90.00,,,""
01008FJ2F9,"Votorantim",SP,100.00,90.00,,,""
01008FJJD8,"Votorantim",SP,100.00,90.00,,,""
010099GKJN,"Votorantim",SP,100.00,90.00,,,""
01009B0Z57,"Votorantim",SP,100.00,90.00,,,""
0100AUWDI5,"Votorantim",SP,100.00,90.00,,,""
0100AX7JQM,"Votorantim",SP,100.00,90.00,,,""
0100B4VLO9,"Votorantim",SP,100.00,90.00,,,""
0100B4VN2D,"Votorantim",SP,100.00,90.00,,,""
0100B6A443,"Votorantim",SP,100.00,90.00,,,""
0100CD9L6S,"Votorantim",SP,100.00,90.00,,,""
0100CWD8EU,"Votorantim",SP,100.00,90.00,,,""
0100DA9812,"Votorantim",SP,100.00,90.00,,,""
0100E4CJGD,"Votorantim",SP,100.00,90.00,,,""
0100E4IK1W,"Votorantim",SP,100.00,90.00,,,""
0100E4J888,"Votorantim",SP,100.00,90.00,,,""
0100E4M01X,"Votorantim",SP,100.00,90.00,,,""
0100E4WA0U,"Votorantim",SP,100.00,90.00,,,""
0100E5ZGHP,"Votorantim",SP,100.00,90.00,,,""
0100E8NA2N,"Votorantim",SP,100.00,90.00,,,""
0100EAP14N,"Votorantim",SP,100.00,90.00,,,""
0100EM5M7H,"Votorantim",SP,100.00,90.00,,,""
0100ER0KEY,"Votorantim",SP,100.00,90.00,,,""
0100ER5W30,"Votorantim",SP,100.00,90.00,,,""
0100ER7F5I,"Votorantim",SP,100.00,90.00,,,""
0100ESE6FA,"Votorantim",SP,100.00,90.00,,,""
0100EUT326,"Votorantim",SP,100.00,90.00,,,""
0100F0NRC2,"Votorantim",SP,100.00,90.00,,,""
0100F0NT00,"Votorantim",SP,100.00,90.00,,,""
0100F0VZ56,"Votorantim",SP,100.00,90.00,,,""
0100F0W30Q,"Votorantim",SP,100.00,90.00,,,""
0100F0WWKY,"Votorantim",SP,100.00,90.00,,,""
0100F0XF10,"Votorantim",SP,100.00,90.00,,,""
0100F1O9MU,"Votorantim",SP,100.00,90.00,,,""
0100F3666G,"Votorantim",SP,100.00,90.00,,,""
0100F39F1R,"Votorantim",SP,100.00,90.00,,,""
0100F39NK6,"Votorantim",SP,100.00,90.00,,,""
0100FKF951,"Votorantim",SP,100.00,90.00,,,""
010001TA7P,"Votorantim",SP,100.00,90.00,,,""
010001TI7C,"Votorantim",SP,100.00,90.00,,,""
010001V67S,"Votorantim",SP,100.00,90.00,,,""
010001V9I2,"Votorantim",SP,100.00,90.00,,,""
010001X6JC,"Votorantim",SP,100.00,90.00,,,""
010001XBC6,"Votorantim",SP,100.00,90.00,,,""
010001YOT3,"Votorantim",SP,100.00,90.00,,,""
010001YS1T,"Votorantim",SP,100.00,90.00,,,""
010001ZPBU,"Votorantim",SP,100.00,90.00,,,""
0100021GP7,"Votorantim",SP,100.00,90.00,,,""
0100023B1S,"Votorantim",SP,100.00,90.00,,,""
0100023U1M,"Votorantim",SP,100.00,90.00,,,""
0100025KAM,"Votorantim",SP,100.00,90.00,,,""
0100025O2S,"Votorantim",SP,100.00,90.00,,,""
0100029J2G,"Votorantim",SP,100.00,90.00,,,""
010002BC8J,"Votorantim",SP,100.00,90.00,,,""
010002D7OA,"Votorantim",SP,100.00,90.00,,,""
010002E69S,"Votorantim",SP,100.00,90.00,,,""
010002EH1A,"Votorantim",SP,100.00,90.00,,,""
010002F92M,"Votorantim",SP,100.00,90.00,,,""
010002FYGJ,"Votorantim",SP,100.00,90.00,,,""
010002GGFI,"Votorantim",SP,100.00,90.00,,,""
010002GV3K,"Votorantim",SP,100.00,90.00,,,""
010002HGBE,"Votorantim",SP,100.00,90.00,,,""
010002HH3L,"Votorantim",SP,100.00,90.00,,,""
010002HV22,"Votorantim",SP,100.00,90.00,,,""
010002IAH0,"Votorantim",SP,100.00,90.00,,,""
010002IHBK,"Votorantim",SP,100.00,90.00,,,""
010002LR2H,"Votorantim",SP,100.00,90.00,,,""
010002LU6U,"Votorantim",SP,100.00,90.00,,,""
010002M91K,"Votorantim",SP,100.00,90.00,,,""
010002MP0Z,"Votorantim",SP,100.00,90.00,,,""
010002MVEX,"Votorantim",SP,100.00,90.00,,,""
010002NE9W,"Votorantim",SP,100.00,90.00,,,""
010002NU3L,"Votorantim",SP,100.00,90.00,,,""
010002NX1I,"Votorantim",SP,100.00,90.00,,,""
010002NY15,"Votorantim",SP,100.00,90.00,,,""
010002OC8W,"Votorantim",SP,100.00,90.00,,,""
010002OK38,"Votorantim",SP,100.00,90.00,,,""
010002OW97,"Votorantim",SP,100.00,90.00,,,""
010002PLVE,"Votorantim",SP,100.00,90.00,,,""
010002PO7B,"Votorantim",SP,100.00,90.00,,,""
010002QUHH,"Votorantim",SP,100.00,90.00,,,""
010002RNBY,"Votorantim",SP,100.00,90.00,,,""
010002RS7O,"Votorantim",SP,100.00,90.00,,,""
010002SM88,"Votorantim",SP,100.00,90.00,,,""
010002SR1V,"Votorantim",SP,100.00,90.00,,,""
010002UO58,"Votorantim",SP,100.00,90.00,,,""
010002UPL6,"Votorantim",SP,100.00,90.00,,,""
010002V4DG,"Votorantim",SP,100.00,90.00,,,""
010002VO19,"Votorantim",SP,100.00,90.00,,,""
010002WHAD,"Votorantim",SP,100.00,90.00,,,""
010002WRBY,"Votorantim",SP,100.00,90.00,,,""
010002X24M,"Votorantim",SP,100.00,90.00,,,""
010002XYDL,"Votorantim",SP,100.00,90.00,,,""
010002Y82L,"Votorantim",SP,100.00,90.00,,,""
010002YG7B,"Votorantim",SP,100.00,90.00,,,""
010002Z4HV,"Votorantim",SP,100.00,90.00,,,""
010002Z5DA,"Votorantim",SP,100.00,90.00,,,""
010002Z99V,"Votorantim",SP,100.00,90.00,,,""
010002ZW0B,"Votorantim",SP,100.00,90.00,,,""
0100030444,"Votorantim",SP,100.00,90.00,,,""
01000307M6,"Votorantim",SP,100.00,90.00,,,""
0100030E9P,"Votorantim",SP,100.00,90.00,,,""
010003110C,"Votorantim",SP,100.00,90.00,,,""
0100031H5U,"Votorantim",SP,100.00,90.00,,,""
0100031KF2,"Votorantim",SP,100.00,90.00,,,""
0100033SE9,"Votorantim",SP,100.00,90.00,,,""
0100033Y0Q,"Votorantim",SP,100.00,90.00,,,""
01000340MV,"Votorantim",SP,100.00,90.00,,,""
0100034D2V,"Votorantim",SP,100.00,90.00,,,""
0100034MC0,"Votorantim",SP,100.00,90.00,,,""
0100034TDF,"Votorantim",SP,100.00,90.00,,,""
0100034VF9,"Votorantim",SP,100.00,90.00,,,""
0100034W2H,"Votorantim",SP,100.00,90.00,,,""
010003590N,"Votorantim",SP,100.00,90.00,,,""
010003771N,"Votorantim",SP,100.00,90.00,,,""
0100039FCJ,"Votorantim",SP,100.00,90.00,,,""
0100039H1G,"Votorantim",SP,100.00,90.00,,,""
0100039Q1J,"Votorantim",SP,100.00,90.00,,,""
0100039TB6,"Votorantim",SP,100.00,90.00,,,""
010003A4I4,"Votorantim",SP,100.00,90.00,,,""
010003AX78,"Votorantim",SP,100.00,90.00,,,""
010003BL09,"Votorantim",SP,100.00,90.00,,,""
010003C72Q,"Votorantim",SP,100.00,90.00,,,""
010003DL6I,"Votorantim",SP,100.00,90.00,,,""
010003FB3B,"Votorantim",SP,100.00,90.00,,,""
010003HP67,"Votorantim",SP,100.00,90.00,,,""
010003IK0F,"Votorantim",SP,100.00,90.00,,,""
010003JB2J,"Votorantim",SP,100.00,90.00,,,""
010003JGJU,"Votorantim",SP,100.00,90.00,,,""
010003JT0Q,"Votorantim",SP,100.00,90.00,,,""
010003KNGE,"Votorantim",SP,100.00,90.00,,,""
010003L389,"Votorantim",SP,100.00,90.00,,,""
010003M819,"Votorantim",SP,100.00,90.00,,,""
010003ML4H,"Votorantim",SP,100.00,90.00,,,""
010003NG23,"Votorantim",SP,100.00,90.00,,,""
010003NV8F,"Votorantim",SP,100.00,90.00,,,""
010003O1E6,"Votorantim",SP,100.00,90.00,,,""
010003P50I,"Votorantim",SP,100.00,90.00,,,""
010003PMBS,"Votorantim",SP,100.00,90.00,,,""
010003Q95Y,"Votorantim",SP,100.00,90.00,,,""
010003RC92,"Votorantim",SP,100.00,90.00,,,""
010003RP1J,"Votorantim",SP,100.00,90.00,,,""
010003RTCV,"Votorantim",SP,100.00,90.00,,,""
010003SEJH,"Votorantim",SP,100.00,90.00,,,""
010003SF70,"Votorantim",SP,100.00,90.00,,,""
010003SRRF,"Votorantim",SP,100.00,90.00,,,""
010003SW04,"Votorantim",SP,100.00,90.00,,,""
010003TA7E,"Votorantim",SP,100.00,90.00,,,""
010003TEA6,"Votorantim",SP,100.00,90.00,,,""
010003TOAR,"Votorantim",SP,100.00,90.00,,,""
010003TROA,"Votorantim",SP,100.00,90.00,,,""
010003TT5S,"Votorantim",SP,100.00,90.00,,,""
010003TW3J,"Votorantim",SP,100.00,90.00,,,""
010003UB11,"Votorantim",SP,100.00,90.00,,,""
010003UO2K,"Votorantim",SP,100.00,90.00,,,""
010003VM4P,"Votorantim",SP,100.00,90.00,,,""
010003VUI2,"Votorantim",SP,100.00,90.00,,,""
010003W94K,"Votorantim",SP,100.00,90.00,,,""
010003WV0P,"Votorantim",SP,100.00,90.00,,,""
010003XJ6I,"Votorantim",SP,100.00,90.00,,,""
010003XONQ,"Votorantim",SP,100.00,90.00,,,""
010003Y624,"Votorantim",SP,100.00,90.00,,,""
010003Y79B,"Votorantim",SP,100.00,90.00,,,""
010003YB0Z,"Votorantim",SP,100.00,90.00,,,""
010003YD0H,"Votorantim",SP,100.00,90.00,,,""
010003Z19T,"Votorantim",SP,100.00,90.00,,,""
010003Z7O7,"Votorantim",SP,100.00,90.00,,,""
010003ZPF2,"Votorantim",SP,100.00,90.00,,,""
0100040CIX,"Votorantim",SP,100.00,90.00,,,""
0100040G8T,"Votorantim",SP,100.00,90.00,,,""
0100040HCJ,"Votorantim",SP,100.00,90.00,,,""
010004187D,"Votorantim",SP,100.00,90.00,,,""
0100041D2B,"Votorantim",SP,100.00,90.00,,,""
0100041R85,"Votorantim",SP,100.00,90.00,,,""
01000423L7,"Votorantim",SP,100.00,90.00,,,""
01000435LY,"Votorantim",SP,100.00,90.00,,,""
01000439LD,"Votorantim",SP,100.00,90.00,,,""
010004409Y,"Votorantim",SP,100.00,90.00,,,""
0100044EK7,"Votorantim",SP,100.00,90.00,,,""
0100044O5Z,"Votorantim",SP,100.00,90.00,,,""
0100044Y43,"Votorantim",SP,100.00,90.00,,,""
01000454E1,"Votorantim",SP,100.00,90.00,,,""
0100045M09,"Votorantim",SP,100.00,90.00,,,""
0100045YDS,"Votorantim",SP,100.00,90.00,,,""
010004724M,"Votorantim",SP,100.00,90.00,,,""
010004863J,"Votorantim",SP,100.00,90.00,,,""
010004884P,"Votorantim",SP,100.00,90.00,,,""
0100048OP0,"Votorantim",SP,100.00,90.00,,,""
0100048WDA,"Votorantim",SP,100.00,90.00,,,""
010004A461,"Votorantim",SP,100.00,90.00,,,""
010004AD0R,"Votorantim",SP,100.00,90.00,,,""
010004BB6H,"Votorantim",SP,100.00,90.00,,,""
010004BKGA,"Votorantim",SP,100.00,90.00,,,""
010004BU6C,"Votorantim",SP,100.00,90.00,,,""
010000MK0P,"Votorantim",SP,100.00,90.00,,,""
010004DGPB,"Votorantim",SP,100.00,90.00,,,""
010004DM10,"Votorantim",SP,100.00,90.00,,,""
010004E40K,"Votorantim",SP,100.00,90.00,,,""
010004EDA0,"Votorantim",SP,100.00,90.00,,,""
010004EH6N,"Votorantim",SP,100.00,90.00,,,""
010004FGLN,"Votorantim",SP,100.00,90.00,,,""
010004FLHZ,"Votorantim",SP,100.00,90.00,,,""
010004G8AK,"Votorantim",SP,100.00,90.00,,,""
010004GQ48,"Votorantim",SP,100.00,90.00,,,""
010004HI15,"Votorantim",SP,100.00,90.00,,,""
010004JG6F,"Votorantim",SP,100.00,90.00,,,""
010004JR44,"Votorantim",SP,100.00,90.00,,,""
010004KB09,"Votorantim",SP,100.00,90.00,,,""
010004KJ1Y,"Votorantim",SP,100.00,90.00,,,""
010004L01Y,"Votorantim",SP,100.00,90.00,,,""
010004LB7I,"Votorantim",SP,100.00,90.00,,,""
010004LW1F,"Votorantim",SP,100.00,90.00,,,""
010004M561,"Votorantim",SP,100.00,90.00,,,""
010004N68G,"Votorantim",SP,100.00,90.00,,,""
010004NWKV,"Votorantim",SP,100.00,90.00,,,""
010004OF9W,"Votorantim",SP,100.00,90.00,,,""
010004P14L,"Votorantim",SP,100.00,90.00,,,""
010004PLEO,"Votorantim",SP,100.00,90.00,,,""
010004Q6DE,"Votorantim",SP,100.00,90.00,,,""
010004QI96,"Votorantim",SP,100.00,90.00,,,""
010004QM9G,"Votorantim",SP,100.00,90.00,,,""
010004RU1R,"Votorantim",SP,100.00,90.00,,,""
010004RV26,"Votorantim",SP,100.00,90.00,,,""
010004SHC2,"Votorantim",SP,100.00,90.00,,,""
010004TADE,"Votorantim",SP,100.00,90.00,,,""
010004TK5U,"Votorantim",SP,100.00,90.00,,,""
010004UF3P,"Votorantim",SP,100.00,90.00,,,""
010004V3BZ,"Votorantim",SP,100.00,90.00,,,""
010004V991,"Votorantim",SP,100.00,90.00,,,""
010004VI5I,"Votorantim",SP,100.00,90.00,,,""
010004W2HX,"Votorantim",SP,100.00,90.00,,,""
010004W46N,"Votorantim",SP,100.00,90.00,,,""
010004WD0K,"Votorantim",SP,100.00,90.00,,,""
010004XE1I,"Votorantim",SP,100.00,90.00,,,""
010004XR8P,"Votorantim",SP,100.00,90.00,,,""
010004Y9OL,"Votorantim",SP,100.00,90.00,,,""
010004YJ8L,"Votorantim",SP,100.00,90.00,,,""
010004Z518,"Votorantim",SP,100.00,90.00,,,""
010004ZN28,"Votorantim",SP,100.00,90.00,,,""
0100050P1N,"Votorantim",SP,100.00,90.00,,,""
010005135J,"Votorantim",SP,100.00,90.00,,,""
010005328G,"Votorantim",SP,100.00,90.00,,,""
0100053D3M,"Votorantim",SP,100.00,90.00,,,""
0100053G9D,"Votorantim",SP,100.00,90.00,,,""
0100054ESC,"Votorantim",SP,100.00,90.00,,,""
0100054U8F,"Votorantim",SP,100.00,90.00,,,""
0100055S1C,"Votorantim",SP,100.00,90.00,,,""
0100056Q54,"Votorantim",SP,100.00,90.00,,,""
0100057Q98,"Votorantim",SP,100.00,90.00,,,""
01000584F9,"Votorantim",SP,100.00,90.00,,,""
010005881K,"Votorantim",SP,100.00,90.00,,,""
0100058A7Z,"Votorantim",SP,100.00,90.00,,,""
0100058N1V,"Votorantim",SP,100.00,90.00,,,""
0100059K3L,"Votorantim",SP,100.00,90.00,,,""
010005BV09,"Votorantim",SP,100.00,90.00,,,""
010005C3F1,"Votorantim",SP,100.00,90.00,,,""
010005CHJJ,"Votorantim",SP,100.00,90.00,,,""
010005CKHW,"Votorantim",SP,100.00,90.00,,,""
010005DLI1,"Votorantim",SP,100.00,90.00,,,""
010005DXCO,"Votorantim",SP,100.00,90.00,,,""
010005EZ0A,"Votorantim",SP,100.00,90.00,,,""
010005F268,"Votorantim",SP,100.00,90.00,,,""
010005F9AU,"Votorantim",SP,100.00,90.00,,,""
010005FB35,"Votorantim",SP,100.00,90.00,,,""
010005G53Q,"Votorantim",SP,100.00,90.00,,,""
010005G6JI,"Votorantim",SP,100.00,90.00,,,""
010005GLNQ,"Votorantim",SP,100.00,90.00,,,""
010005HB3S,"Votorantim",SP,100.00,90.00,,,""
010005HUNF,"Votorantim",SP,100.00,90.00,,,""
010005IN2Z,"Votorantim",SP,100.00,90.00,,,""
010005IV13,"Votorantim",SP,100.00,90.00,,,""
010005J3OY,"Votorantim",SP,100.00,90.00,,,""
010005JD2I,"Votorantim",SP,100.00,90.00,,,""
010005KW0P,"Votorantim",SP,100.00,90.00,,,""
010005L30F,"Votorantim",SP,100.00,90.00,,,""
010005M8O3,"Votorantim",SP,100.00,90.00,,,""
010005O525,"Votorantim",SP,100.00,90.00,,,""
010005OOQ3,"Votorantim",SP,100.00,90.00,,,""
010005OS9Y,"Votorantim",SP,100.00,90.00,,,""
010005OX27,"Votorantim",SP,100.00,90.00,,,""
010005P2R3,"Votorantim",SP,100.00,90.00,,,""
010005PPW8,"Votorantim",SP,100.00,90.00,,,""
010005Q80M,"Votorantim",SP,100.00,90.00,,,""
010005QK9G,"Votorantim",SP,100.00,90.00,,,""
010005QZ1E,"Votorantim",SP,100.00,90.00,,,""
010005RCCH,"Votorantim",SP,100.00,90.00,,,""
010005RL00,"Votorantim",SP,100.00,90.00,,,""
010005RM12,"Votorantim",SP,100.00,90.00,,,""
010005RV2S,"Votorantim",SP,100.00,90.00,,,""
010005SWSY,"Votorantim",SP,100.00,90.00,,,""
010005TA59,"Votorantim",SP,100.00,90.00,,,""
010005U12V,"Votorantim",SP,100.00,90.00,,,""
010005UDPY,"Votorantim",SP,100.00,90.00,,,""
010005UWGW,"Votorantim",SP,100.00,90.00,,,""
010005VG7J,"Votorantim",SP,100.00,90.00,,,""
010005WXBH,"Votorantim",SP,100.00,90.00,,,""
010005X55N,"Votorantim",SP,100.00,90.00,,,""
010005XC9G,"Votorantim",SP,100.00,90.00,,,""
010005XH3V,"Votorantim",SP,100.00,90.00,,,""
010005XY36,"Votorantim",SP,100.00,90.00,,,""
010005YU00,"Votorantim",SP,100.00,90.00,,,""
010005ZU9U,"Votorantim",SP,100.00,90.00,,,""
010005ZZBT,"Votorantim",SP,100.00,90.00,,,""
010006006E,"Votorantim",SP,100.00,90.00,,,""
0100060711,"Votorantim",SP,100.00,90.00,,,""
0100060GNV,"Votorantim",SP,100.00,90.00,,,""
0100063488,"Votorantim",SP,100.00,90.00,,,""
0100063U20,"Votorantim",SP,100.00,90.00,,,""
0100064P0A,"Votorantim",SP,100.00,90.00,,,""
0100064R9G,"Votorantim",SP,100.00,90.00,,,""
0100065F1E,"Votorantim",SP,100.00,90.00,,,""
0100065OMU,"Votorantim",SP,100.00,90.00,,,""
0100065X6Y,"Votorantim",SP,100.00,90.00,,,""
0100066KE0,"Votorantim",SP,100.00,90.00,,,""
01000674CF,"Votorantim",SP,100.00,90.00,,,""
01000677A9,"Votorantim",SP,100.00,90.00,,,""
0100067N7R,"Votorantim",SP,100.00,90.00,,,""
0100068LCK,"Votorantim",SP,100.00,90.00,,,""
010006A33S,"Votorantim",SP,100.00,90.00,,,""
010006AH3K,"Votorantim",SP,100.00,90.00,,,""
010006B70U,"Votorantim",SP,100.00,90.00,,,""
010006BV7B,"Votorantim",SP,100.00,90.00,,,""
010006C286,"Votorantim",SP,100.00,90.00,,,""
010006CA0H,"Votorantim",SP,100.00,90.00,,,""
010006D31L,"Votorantim",SP,100.00,90.00,,,""
010006DL1U,"Votorantim",SP,100.00,90.00,,,""
010006DV7P,"Votorantim",SP,100.00,90.00,,,""
010006ED72,"Votorantim",SP,100.00,90.00,,,""
010006EI08,"Votorantim",SP,100.00,90.00,,,""
010006EKH8,"Votorantim",SP,100.00,90.00,,,""
010006EM66,"Votorantim",SP,100.00,90.00,,,""
010006EW6D,"Votorantim",SP,100.00,90.00,,,""
010006FJ07,"Votorantim",SP,100.00,90.00,,,""
010063G8S4,"Votorantim",SP,99.99,90.00,C,01000OL7D9,"Temos uma oferta especial para você repor seu produto favorito!"
010062NP73,"Votorantim",SP,99.99,90.00,C,01000GE1AU,"Temos uma oferta especial para você repor seu produto favorito!"
0100627PNW,"Votorantim",SP,99.98,90.00,A,01000M1H3G,"Comprado frequentemente por clientes com perfil similar ao seu."
01008AVB13,"Votorantim",SP,99.97,90.00,A,01008MAD0O,"Comprado frequentemente por clientes com perfil similar ao seu."
0100021ECU,"Votorantim",SP,99.95,90.00,A,01000MN14Z,"Comprado frequentemente por clientes com perfil similar ao seu."
010007RIC9,"Votorantim",SP,99.94,90.00,B,01000E0HFX,"Comprado frequentemente por clientes com perfil similar ao seu."
01008XVT2L,"Votorantim",SP,99.92,90.00,A,01000KOKCB,"Comprado frequentemente por clientes com perfil similar ao seu."
01009J411C,"Votorantim",SP,99.92,90.00,B,01008CS0L4,"Temos uma oferta especial para você repor seu produto favorito!"
0100AV2589,"Votorantim",SP,99.85,90.00,C,01000O0D69,"Comprado frequentemente por clientes com perfil similar ao seu."
010002CA3K,"Votorantim",SP,99.83,90.00,A,01000N2W4T,"Comprado frequentemente por clientes com perfil similar ao seu."
0100ASRW5H,"Votorantim",SP,99.83,90.00,B,01000KRYJG,"Comprado frequentemente por clientes com perfil similar ao seu."
0100B0CLSD,"Votorantim",SP,99.78,90.00,B,01000AYCA1,"Clientes que compram o que você leva também gostam deste item."
0100B3AQ9X,"Votorantim",SP,99.76,90.00,B,01000N2W4T,"Comprado frequentemente por clientes com perfil similar ao seu."
0100B6OG60,"Votorantim",SP,99.72,90.00,C,01000O0F1T,"Comprado frequentemente por clientes com perfil similar ao seu."
0100B5XF0S,"Votorantim",SP,99.69,90.00,B,01000KJ0V5,"Comprado frequentemente por clientes com perfil similar ao seu."
0100AK5M2T,"Votorantim",SP,99.68,90.00,A,01000O47BX,"Comprado frequentemente por clientes com perfil similar ao seu."
0100B7OX3Y,"Votorantim",SP,99.64,90.00,A,01000JOY5C,"Produto já comprado por você anteriormente."
0100BFJE9L,"Votorantim",SP,99.62,66.50,C,01000O0F1T,"Comprado frequentemente por clientes com perfil similar ao seu."
0100BD7GFR,"Votorantim",SP,99.60,66.50,C,01000EU765,"Comprado frequentemente por clientes com perfil similar ao seu."
0100BGEY9E,"Votorantim",SP,99.58,66.50,C,01000O2I1H,"Comprado frequentemente por clientes com perfil similar ao seu."
0100BCBRBI,"Votorantim",SP,99.56,66.50,B,0100AXSL68,"Comprado frequentemente por clientes com perfil similar ao seu."
0100BA016A,"Votorantim",SP,99.55,68.00,A,01003M2X92,"Comprado frequentemente por clientes com perfil similar ao seu."
