idpessoa,uf,cidade,risk_score,confidence,abc,ltv
0100CPJV87,SP,"Sorocaba",94.78,66.50,B,59.34
0100DATYJ9,SP,"Sorocaba",89.35,66.50,B,59.01
0100CS3N75,SP,"Sorocaba",94.86,66.50,B,58.75
0100BZGLCY,SP,"Sorocaba",98.43,66.50,B,58.70
010008OW5H,SP,"Sorocaba",82.86,66.50,B,58.52
0100C785EJ,SP,"Sorocaba",97.81,66.50,B,58.49
0100CNYQ26,SP,"Sorocaba",80.74,68.00,B,58.21
010001RZ02,SP,"Sorocaba",99.95,90.00,B,58.12
010007XJ5G,SP,"Sorocaba",70.19,66.50,B,58.06
0100BT4KKM,SP,"Sorocaba",98.83,66.50,B,57.96
0100CQ9I4H,SP,"Sorocaba",94.53,66.50,B,57.93
0100CT34IY,SP,"Sorocaba",82.74,68.00,B,57.89
0100CBLF2O,SP,"Sorocaba",97.38,66.50,B,57.85
0100E4VGBS,SP,"Sorocaba",70.18,68.00,B,57.79
0100D5BW3K,SP,"Sorocaba",90.94,66.50,B,57.75
0100C8QAJE,SP,"Sorocaba",77.28,68.00,B,57.73
0100C4GCKJ,SP,"Sorocaba",98.36,66.50,B,57.69
01000140DO,SP,"Sorocaba",80.49,66.50,B,57.46
0100CE2OGV,SP,"Sorocaba",97.33,66.50,B,57.43
0100AYXL1S,SP,"Sorocaba",99.53,90.00,B,57.36
0100CS7F01,SP,"Sorocaba",94.06,66.50,B,57.28
0100CCDL35,SP,"Sorocaba",97.19,66.50,B,57.02
0100DTXY0A,SP,"Sorocaba",80.37,66.50,B,57.00
010000WXOW,SP,"Sorocaba",98.05,66.50,B,56.97
0100020G8W,SP,"Sorocaba",88.60,69.50,B,56.92
0100E0ST7B,SP,"Sorocaba",77.52,66.50,B,56.91
0100BAMR1B,SP,"Sorocaba",99.56,66.50,B,56.84
0100CQTC0G,SP,"Sorocaba",94.90,66.50,B,56.77
0100D08Q20,SP,"Sorocaba",92.54,66.50,B,56.70
0100CWVKJ6,SP,"Sorocaba",93.81,66.50,B,56.70
0100D2C273,SP,"Sorocaba",91.59,66.50,B,56.64
0100DEVOAY,SP,"Sorocaba",88.53,66.50,B,56.36
0100DYQ5LM,SP,"Sorocaba",77.55,66.50,B,56.30
0100E0LC6K,SP,"Sorocaba",75.02,66.50,B,56.27
0100BGB36S,SP,"Sorocaba",99.50,66.50,B,56.25
0100B6M808,SP,"Sorocaba",99.72,90.00,B,56.25
0100D0B91A,SP,"Sorocaba",92.41,66.50,B,56.24
0100CWZH6Z,SP,"Sorocaba",92.90,66.50,B,56.23
0100BNFKFP,SP,"Sorocaba",94.24,68.00,B,56.10
0100DEKXB3,SP,"Sorocaba",88.54,66.50,B,56.01
0100E7B903,SP,"Sorocaba",72.40,66.50,B,56.00
0100E6PW23,SP,"Sorocaba",73.88,66.50,B,55.74
0100CXALE4,SP,"Sorocaba",93.61,66.50,B,55.59
0100DPA069,SP,"Sorocaba",83.48,66.50,B,55.55
0100D0WQ47,SP,"Sorocaba",92.59,66.50,B,55.50
0100E5AE0K,SP,"Sorocaba",73.51,66.50,B,55.44
0100C43K5K,SP,"Sorocaba",98.13,66.50,B,55.30
0100CNO6FS,SP,"Sorocaba",95.44,66.50,B,55.27
010006VTJ4,SP,"Sorocaba",99.88,90.00,B,55.24
0100BBXZ6G,SP,"Sorocaba",98.97,66.50,B,55.01
010002AW1B,SP,"Sorocaba",98.01,68.00,B,54.91
0100626UB2,SP,"Sorocaba",91.17,69.50,B,54.78
0100AG010B,SP,"Sorocaba",99.92,90.00,B,54.68
01006VWB0L,SP,"Sorocaba",99.99,90.00,B,54.66
0100DCW2B6,SP,"Sorocaba",88.92,66.50,B,54.57
0100DYTM4H,SP,"Sorocaba",77.09,66.50,B,54.47
010001P58D,SP,"Sorocaba",99.94,90.00,B,54.40
0100E14T39,SP,"Sorocaba",77.59,66.50,B,54.36
010061MD1H,SP,"Sorocaba",99.99,90.00,B,54.33
0100DN112W,SP,"Sorocaba",85.10,66.50,B,54.22
0100D34F95,SP,"Sorocaba",82.39,66.50,B,54.18
0100DKSH0N,SP,"Sorocaba",84.39,66.50,B,54.18
0100B4P90P,SP,"Sorocaba",99.71,90.00,B,54.03
0100CCCS1Y,SP,"Sorocaba",97.25,66.50,B,53.60
0100E0OK1R,SP,"Sorocaba",77.00,66.50,B,53.56
0100B9HW3H,SP,"Sorocaba",99.65,66.50,B,53.56
0100B170AD,SP,"Sorocaba",99.78,90.00,B,53.27
0100CUGBAU,SP,"Sorocaba",87.62,68.00,B,53.24
0100067T3U,SP,"Sorocaba",99.90,90.00,B,53.17
0100DBSA28,SP,"Sorocaba",79.00,66.50,B,53.10
010062703C,SP,"Sorocaba",99.99,90.00,B,53.05
0100DQR7AA,SP,"Sorocaba",83.81,66.50,B,53.02
0100C5AA0V,SP,"Sorocaba",98.06,66.50,B,53.01
0100C40239,SP,"Sorocaba",98.17,66.50,B,52.92
0100CM4TE5,SP,"Sorocaba",90.65,68.00,B,52.90
0100DL3L1S,SP,"Sorocaba",87.03,66.50,B,52.84
0100DOX03C,SP,"Sorocaba",82.19,66.50,B,52.84
0100D7AM51,SP,"Sorocaba",87.13,68.00,B,52.75
0100D1KK3A,SP,"Sorocaba",91.30,66.50,B,52.75
0100DXUD6A,SP,"Sorocaba",78.99,66.50,B,52.71
0100CQO0F9,SP,"Sorocaba",95.36,66.50,B,52.70
0100CFK62Y,SP,"Sorocaba",96.74,66.50,B,52.67
0100C7UFAU,SP,"Sorocaba",97.78,66.50,B,52.66
0100CBIA25,SP,"Sorocaba",97.55,66.50,B,52.58
0100CWADUB,SP,"Sorocaba",93.06,66.50,B,52.33
0100DAS5A0,SP,"Sorocaba",89.34,66.50,B,52.29
0100CJSM5D,SP,"Sorocaba",95.80,66.50,B,52.26
010001E10M,SP,"Sorocaba",97.89,66.50,B,52.15
0100CYFG1I,SP,"Sorocaba",93.96,66.50,B,52.00
0100CXTJ38,SP,"Sorocaba",88.95,68.00,B,51.97
0100BUMJCQ,SP,"Sorocaba",98.75,66.50,B,51.96
0100CT4L8G,SP,"Sorocaba",94.61,66.50,B,51.94
0100DS3O2A,SP,"Sorocaba",82.44,66.50,B,51.90
0100CY4FES,SP,"Sorocaba",93.03,66.50,B,51.89
0100BQVRK7,SP,"Sorocaba",98.98,66.50,B,51.85
0100CQHR2B,SP,"Sorocaba",85.12,68.00,B,51.79
0100CDL2A5,SP,"Sorocaba",97.17,66.50,B,51.78
0100CRV7CU,SP,"Sorocaba",94.41,66.50,B,51.74
0100DKSLC5,SP,"Sorocaba",84.90,66.50,B,51.74
0100D9AL3C,SP,"Sorocaba",89.63,66.50,B,51.62
0100DJWWIY,SP,"Sorocaba",86.14,66.50,B,51.44
0100CAPL31,SP,"Sorocaba",97.83,66.50,B,51.42
0100CPMT3C,SP,"Sorocaba",84.90,69.50,B,51.40
0100DSFF5L,SP,"Sorocaba",81.34,66.50,B,51.38
0100E8BGQJ,SP,"Sorocaba",72.45,66.50,B,51.22
0100BS0WIX,SP,"Sorocaba",76.82,68.00,B,51.21
0100017E6K,SP,"Sorocaba",99.72,90.00,B,51.16
0100DCM2JP,SP,"Sorocaba",89.73,66.50,B,50.98
0100B7108I,SP,"Sorocaba",99.69,90.00,B,50.90
0100CZ0S17,SP,"Sorocaba",92.69,66.50,B,50.88
0100E9DSBJ,SP,"Sorocaba",70.86,66.50,B,50.78
0100ECXYOO,SP,"Sorocaba",70.42,66.50,B,50.77
0100CYTZ14,SP,"Sorocaba",93.04,66.50,B,50.73
0100BRYJ1B,SP,"Sorocaba",98.89,66.50,B,50.69
0100C26C3Q,SP,"Sorocaba",98.36,66.50,B,50.67
0100C7FQLH,SP,"Sorocaba",97.91,66.50,B,50.63
0100E3LU0Y,SP,"Sorocaba",74.90,66.50,B,50.38
0100089H22,SP,"Sorocaba",84.66,66.50,B,50.34
0100C57MAR,SP,"Sorocaba",97.76,66.50,B,50.24
01008V0BJQ,SP,"Sorocaba",99.97,90.00,B,50.17
0100DLHPB7,SP,"Sorocaba",85.25,66.50,B,50.14
0100DRT57W,SP,"Sorocaba",82.48,66.50,B,49.99
0100D0YU14,SP,"Sorocaba",93.27,66.50,B,49.94
0100C4SK19,SP,"Sorocaba",97.48,68.00,B,49.89
0100B74659,SP,"Sorocaba",98.01,68.00,B,49.87
0100E6725M,SP,"Sorocaba",73.39,66.50,B,49.81
0100CPHU2J,SP,"Sorocaba",95.56,66.50,B,49.76
0100BLCI49,SP,"Sorocaba",99.30,66.50,B,49.76
0100CNXY0F,SP,"Sorocaba",95.73,66.50,B,49.76
0100DIUP3T,SP,"Sorocaba",86.64,66.50,B,49.76
0100CFTK3C,SP,"Sorocaba",96.94,66.50,B,49.65
0100DOPS04,SP,"Sorocaba",85.19,66.50,B,49.21
0100CG6J58,SP,"Sorocaba",96.62,66.50,B,49.20
0100CD3EOM,SP,"Sorocaba",97.16,66.50,B,49.13
010003ZJDL,SP,"Sorocaba",99.77,90.00,B,49.08
0100946BHR,SP,"Sorocaba",99.96,90.00,B,48.85
0100AXUZAW,SP,"Sorocaba",87.34,68.00,B,48.73
010001Q9MH,SP,"Sorocaba",97.45,68.00,B,48.70
0100CCBP2G,SP,"Sorocaba",97.47,66.50,B,48.54
0100CWRA6B,SP,"Sorocaba",93.68,66.50,B,48.42
0100CEM32A,SP,"Sorocaba",97.12,66.50,B,48.41
01009CWGLS,SP,"Sorocaba",92.89,68.00,B,48.28
0100CUJY25,SP,"Sorocaba",93.60,66.50,B,48.17
0100C4764L,SP,"Sorocaba",97.85,68.00,B,48.16
0100DRI6A5,SP,"Sorocaba",82.02,66.50,B,48.14
0100E2ZEHU,SP,"Sorocaba",75.63,66.50,B,48.09
0100DRIN2X,SP,"Sorocaba",82.02,66.50,B,47.98
0100DL1B0I,SP,"Sorocaba",87.12,66.50,B,47.97
0100DZL315,SP,"Sorocaba",79.45,66.50,B,47.97
010005A472,SP,"Sorocaba",79.12,66.50,B,47.97
0100DF6RMA,SP,"Sorocaba",89.59,66.50,B,47.97
0100BKHK5V,SP,"Sorocaba",99.35,66.50,B,47.97
0100DGIT4Y,SP,"Sorocaba",85.95,66.50,B,47.97
0100D5302Y,SP,"Sorocaba",92.50,66.50,B,47.97
0100CGR44U,SP,"Sorocaba",96.87,66.50,B,47.93
0100CEICAQ,SP,"Sorocaba",97.12,66.50,B,47.84
0100DYB69G,SP,"Sorocaba",77.52,66.50,B,47.81
0100CD5WFC,SP,"Sorocaba",97.62,66.50,B,47.76
0100CCD07H,SP,"Sorocaba",97.62,66.50,B,47.67
010003IQ90,SP,"Sorocaba",74.72,68.00,B,47.51
0100E4CW01,SP,"Sorocaba",73.77,66.50,B,47.41
0100CAWI9B,SP,"Sorocaba",97.84,66.50,B,47.39
0100BAZZ0A,SP,"Sorocaba",99.64,66.50,B,47.35
0100D81X1H,SP,"Sorocaba",77.34,68.00,B,47.35
0100CYWA96,SP,"Sorocaba",71.57,68.00,B,47.35
0100DF2QDK,SP,"Sorocaba",89.03,66.50,B,47.18
0100BEDM8B,SP,"Sorocaba",99.55,66.50,B,47.15
0100D9XB63,SP,"Sorocaba",89.16,66.50,B,47.05
010001WM0A,SP,"Sorocaba",99.95,90.00,B,47.02
010005JA09,SP,"Sorocaba",70.26,66.50,B,46.99
0100629X13,SP,"Sorocaba",99.99,90.00,B,46.93
0100CPHXH3,SP,"Sorocaba",94.96,66.50,B,46.87
0100BLEE46,SP,"Sorocaba",99.26,66.50,B,46.83
0100BW7SFG,SP,"Sorocaba",98.76,66.50,B,46.83
0100082F2Z,SP,"Sorocaba",99.99,90.00,B,46.77
0100E5R8AA,SP,"Sorocaba",74.17,66.50,B,46.73
0100C9ZQ6D,SP,"Sorocaba",97.60,66.50,B,46.60
0100DLVF24,SP,"Sorocaba",85.26,66.50,B,46.58
0100CMC099,SP,"Sorocaba",95.42,66.50,B,46.45
010004C2PN,SP,"Sorocaba",73.12,66.50,B,46.36
0100CD0S0G,SP,"Sorocaba",97.39,66.50,B,46.34
0100DJAZ11,SP,"Sorocaba",86.02,66.50,B,46.33
0100D3SO00,SP,"Sorocaba",91.69,66.50,B,46.27
0100DL9437,SP,"Sorocaba",70.63,68.00,B,46.21
0100C7B91L,SP,"Sorocaba",98.05,66.50,B,46.19
0100DI5C2A,SP,"Sorocaba",87.39,66.50,B,46.06
0100044UGR,SP,"Sorocaba",70.85,66.50,B,46.02
0100DLFP8D,SP,"Sorocaba",85.34,66.50,B,46.02
0100C5H2V7,SP,"Sorocaba",97.93,66.50,B,45.90
0100DKP7GW,SP,"Sorocaba",73.04,66.50,B,45.88
0100DCZA33,SP,"Sorocaba",88.66,66.50,B,45.87
0100C6V605,SP,"Sorocaba",97.79,66.50,B,45.85
0100CDCVBF,SP,"Sorocaba",97.28,66.50,B,45.85
0100CRRECX,SP,"Sorocaba",95.15,66.50,B,45.71
0100C7139P,SP,"Sorocaba",97.89,66.50,B,45.66
0100CE4F0Q,SP,"Sorocaba",75.95,68.00,B,45.65
0100CISM5C,SP,"Sorocaba",96.45,66.50,B,45.51
0100BKV70Z,SP,"Sorocaba",99.25,66.50,B,45.32
0100DK0EG9,SP,"Sorocaba",85.85,66.50,B,45.25
0100EA47O5,SP,"Sorocaba",71.05,66.50,B,45.24
0100BLHI6X,SP,"Sorocaba",79.64,68.00,B,45.23
0100D6A90D,SP,"Sorocaba",90.97,66.50,B,45.15
0100DUMU4A,SP,"Sorocaba",80.69,66.50,B,45.10
0100C77F4T,SP,"Sorocaba",96.06,68.00,B,45.08
0100C4OA2R,SP,"Sorocaba",98.05,66.50,B,45.02
0100DVX0A6,SP,"Sorocaba",78.39,66.50,B,44.97
0100DBQR0C,SP,"Sorocaba",89.08,66.50,B,44.92
0100CNH65K,SP,"Sorocaba",93.01,68.00,B,44.89
0100CB4K0N,SP,"Sorocaba",97.59,66.50,B,44.86
0100DSU0GM,SP,"Sorocaba",79.54,68.00,B,44.84
0100D17QHL,SP,"Sorocaba",91.68,66.50,B,44.82
0100DMMADB,SP,"Sorocaba",85.31,66.50,B,44.76
0100DUBQ6W,SP,"Sorocaba",82.33,66.50,B,44.74
0100CRHDPK,SP,"Sorocaba",94.44,66.50,B,44.70
0100CZMM8U,SP,"Sorocaba",93.24,66.50,B,44.62
0100B4USH3,SP,"Sorocaba",99.51,68.00,B,44.53
0100CB7IKG,SP,"Sorocaba",97.59,66.50,B,44.52
0100CW9H6H,SP,"Sorocaba",93.46,66.50,B,44.42
0100DZXDES,SP,"Sorocaba",76.31,66.50,B,44.37
0100D5L606,SP,"Sorocaba",91.87,66.50,B,44.32
0100CSKFHA,SP,"Sorocaba",80.68,68.00,B,44.28
0100C4MD13,SP,"Sorocaba",97.68,68.00,B,44.27
0100DBJUMF,SP,"Sorocaba",89.66,66.50,B,44.20
0100CF0969,SP,"Sorocaba",97.44,66.50,B,44.19
0100661Q88,SP,"Sorocaba",99.99,90.00,B,44.07
01008NBN5R,SP,"Sorocaba",99.14,68.00,B,44.03
0100DH1S4N,SP,"Sorocaba",88.49,66.50,B,44.01
0100DOLAPN,SP,"Sorocaba",83.50,66.50,B,43.98
0100DSWZ0W,SP,"Sorocaba",81.17,66.50,B,43.75
0100CCHT6H,SP,"Sorocaba",97.41,66.50,B,43.73
0100D78O03,SP,"Sorocaba",90.90,66.50,B,43.71
0100AV1H7F,SP,"Sorocaba",77.05,68.00,B,43.70
0100CSLF01,SP,"Sorocaba",94.98,66.50,B,43.63
0100D5M852,SP,"Sorocaba",92.14,66.50,B,43.62
01008KWL64,SP,"Sorocaba",99.98,90.00,B,43.62
0100DVPA34,SP,"Sorocaba",78.80,66.50,B,43.55
0100CQKW08,SP,"Sorocaba",94.72,66.50,B,43.49
0100DVWU0Z,SP,"Sorocaba",80.00,66.50,B,43.47
0100CZ9B9X,SP,"Sorocaba",93.82,66.50,B,43.43
0100DH1A5Z,SP,"Sorocaba",87.23,66.50,B,43.39
0100CEGHDF,SP,"Sorocaba",97.40,66.50,B,43.30
0100C44QLA,SP,"Sorocaba",98.25,66.50,B,43.20
0100COF23Q,SP,"Sorocaba",95.38,66.50,B,43.13
0100CAQX7C,SP,"Sorocaba",97.86,66.50,B,43.12
0100D1HR7Z,SP,"Sorocaba",92.15,66.50,B,43.12
0100DMSK1G,SP,"Sorocaba",85.66,66.50,B,43.11
0100DU2470,SP,"Sorocaba",81.49,66.50,B,43.11
0100D64O7L,SP,"Sorocaba",90.91,66.50,B,43.03
0100BSRFID,SP,"Sorocaba",98.82,66.50,B,43.00
0100DJLJ37,SP,"Sorocaba",85.48,66.50,B,42.83
0100D4C05V,SP,"Sorocaba",92.00,66.50,B,42.80
01000181OY,SP,"Sorocaba",72.66,68.00,B,42.75
01006293RH,SP,"Sorocaba",99.99,90.00,B,42.71
0100BXAZ22,SP,"Sorocaba",98.72,66.50,B,42.67
0100BOIKHA,SP,"Sorocaba",98.98,66.50,B,42.67
010004IGAQ,SP,"Sorocaba",72.39,66.50,B,42.51
0100C76U7N,SP,"Sorocaba",97.74,66.50,B,42.49
0100CR4D0F,SP,"Sorocaba",94.66,66.50,B,42.47
0100DLMLC7,SP,"Sorocaba",86.79,66.50,B,42.38
0100CZGCNY,SP,"Sorocaba",93.11,66.50,B,42.22
0100CQ1IFQ,SP,"Sorocaba",95.62,66.50,B,42.14
0100D5D2EO,SP,"Sorocaba",91.34,66.50,C,42.01
0100DRQ3PM,SP,"Sorocaba",82.19,66.50,C,42.00
010005KT7S,SP,"Sorocaba",82.77,66.50,C,41.97
0100013OB0,SP,"Sorocaba",100.00,90.00,C,41.97
010002KS1M,SP,"Sorocaba",100.00,90.00,C,41.97
0100CIUA3Y,SP,"Sorocaba",96.32,66.50,C,41.86
010002A33D,SP,"Sorocaba",85.19,66.50,C,41.85
0100BWC32O,SP,"Sorocaba",98.73,66.50,C,41.81
010005PHGX,SP,"Sorocaba",71.60,66.50,C,41.77
0100DGVICV,SP,"Sorocaba",87.06,66.50,C,41.62
0100E1YE4E,SP,"Sorocaba",72.31,68.00,C,41.62
0100B2G738,SP,"Sorocaba",99.75,90.00,C,41.58
0100BBBJGV,SP,"Sorocaba",99.63,66.50,C,41.47
0100CXU9AK,SP,"Sorocaba",93.53,66.50,C,41.38
0100D55L1I,SP,"Sorocaba",73.60,68.00,C,41.36
0100CX8CJF,SP,"Sorocaba",92.98,66.50,C,41.34
010007UX06,SP,"Sorocaba",99.96,90.00,C,41.24
0100BQML0C,SP,"Sorocaba",98.91,68.00,C,41.22
0100DSJ18V,SP,"Sorocaba",82.51,66.50,C,40.94
010006CHAH,SP,"Sorocaba",99.74,90.00,C,40.85
0100CVBL8B,SP,"Sorocaba",93.75,66.50,C,40.75
0100AYYFA2,SP,"Sorocaba",99.81,90.00,C,40.75
